Sentence,Sentiment,Etiqueta
"Profit after taxes was EUR 0.1 mn, demand for telecommunications network products has fluctuated significantly in the third quarter of 2006, compared to EUR -0.4 mn the previous year .",positive,incorrecta
$DCTH Near HOD,positive,correcta
"With the measures , Suominen Corporation aims to ensure the competitiveness of the Flexible Packaging business in the long term .",positive,correcta
"as compared to 2005 ., respectively from EUR21 .5 m and EUR196 .1 m, In September alone.",negative,incorrecta
"ADPnews - Jul 17, 2009 - Finland-based steel maker Rautaruukki Oyj Ruukki HEL : RTRKS said today it slipped to a net loss of EUR 184 million USD 259.7 m for the first half of 2009 from a net profit of EUR 2, with a total area of 140.",positive,incorrecta
"S&P downgrades Barclays and RBS on government bailout fears, `` P&O Ferries now has a very efficient and powerful vessel for its Dover to Calais route.",positive,incorrecta
"Pretax loss totalled EUR 49.9 mn, compared to a loss of EUR 15.4 mn in the corresponding period in 2008 ., $GILD  is expanding its research facilities, keeping up with the pace of innovation  https://t.",positive,incorrecta
"to be called Nokia Siemens Networks, creating estimated synergies of 1.5 billion euros ( $ 1.9 billion ) by 2010, Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period.",negative,incorrecta
"keep in mind, compared to a profit of EUR 1.3 mn in the corresponding period in 2008 .",negative,incorrecta
"Standard Chartered lags on capital worries, Look at that $AMZN > 600.",positive,incorrecta
"One price category is for calls on the preferred operator 's network , and another for calls on other operators ' networks .",neutral,correcta
"Press release 9 October 2009 Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland .",positive,correcta
"Finnish electronics contract manufacturer Scanfil had net sales of EUR 52.2 mn in the first quarter of 2007 , down from EUR 60.1 mn a year before .",neutral,correcta
"Under the deal , Know IT will pay SEK90m ( USD12 .8 m-EUR8 .6 m ) in cash and stock .",neutral,correcta
The first of the two project phases is expected to be completed by the end of 2012 .,neutral,correcta
"the company 's result before taxes totalled EUR 9.6 mn, down from EUR 168.8 mn in the corresponding period in 2008 ., Net sales of Finnish Sanoma Learning & Literature.",negative,incorrecta
"posts $5.67 billion net loss, BHP Billiton slashes dividend, Construction volumes meanwhile grow at a rate of 10-15 percent annually.",negative,incorrecta
"Australia clears AB Inbev's $100 billion SABMiller buyout plan, VIVUS $VVUS bear raid in effect.",negative,incorrecta
Among the biggest Christmas sellers were a  35 satin bow shift dress styled on outfits worn by Victoria Beckham and a  75 Paris Hilton Prom dress .,neutral,correcta
AstraZeneca profit down as sales of stalwarts fade,negative,correcta
Payment of shares shall be effected on subscription .,neutral,correcta
"$ATHN Seems like a good short setup, 27 January 2011 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today it has won a EUR1, No position.",positive,incorrecta
"Earnings per share EPS are seen at EUR 0.56 , up from EUR 0.38 .",positive,correcta
"000 Shares of Facebook Inc $FB Stock https://t.co/3vXT7AMnpk via @RatingsNetwork, Sheryl Sandberg Sells 109, $GOOG resistance turned support?  It.",negative,incorrecta
"a memorandum of understanding on co-operation was signed between the Finnish Kemira Company and Vietnam National Chemical Corporation ., 5 mn in January-September 2008, At the seminar.",positive,incorrecta
"from EUR0 .01 m last year ., Profit after taxes for the period was up to EUR0 .9 m, down from EUR 36.3 mn in 2007 .",negative,incorrecta
"$DPZ broke out now of his bull flag channel and make new highs, but volume is very poor",positive,correcta
Kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on Jan. 21 and the Saltonstall state office building on Jan. 23 .,neutral,correcta
"Finnish Suominen Flexible Packaging is cutting 48 jobs in its unit in Tampere and two in Nastola, Nokia bought Chicago-based Navteq in 2008.",positive,incorrecta
"The Finnish company previously said its operating result will be lower than the break-even posted a year earlier, SiriusXM added 465.",positive,incorrecta
"or hedge with puts, Poyry has a good track record of major transportation projects in Latin America.",positive,incorrecta
"The Finnish company previously said its operating result will be lower than the break-even posted a year earlier, PNC, Goldman Sachs Receive Dividend Hike Green Light (But Don't Act): http://stks.co/2pa7 $PNC $GS.",negative,incorrecta
CORPORATE IT UPDATE - ( C ) 1995-2009 M2 COMMUNICATIONS LTD Finnish technology group Teleste Corporation ( OMX Helsinki : TLT1V ) reported on Wednesday ( 4 February ) an operating profit of EUR5 .6 m on net sales of EUR108 .7 m for the year 2008 .,neutral,correcta
"Hot sector, However.",negative,incorrecta
"The gross area of eight houses will be 12,167 m2 .",neutral,correcta
"Tesco sales recover as focus returns to core business, 6 % to EUR 140, The Department Store Division 's sales fell by 8.",positive,incorrecta
"$XLF http://stks.co/1KJ9 Bounced off target buy area, bought $skf as a hedge. watch 50ma's slope",negative,correcta
"The service is intended to allow the people of thirteen Mediterranean countries to reach the Baltic more rapidly , with a single carrier .",positive,correcta
$ENDP Was looking for a long entry but today's price action wasn't appealing,neutral,correcta
"so a fall in consumption will lead to losses ., CompaniesFresnillo shares jump 8% as silver price breaks $21, Production levels have been agreed with producers a long time ago.",positive,incorrecta
"Australia clears AB Inbev's $100 billion SABMiller buyout plan, Konecranes ' sales decreased to EUR 368.7 mn from EUR 520.4 mn in July-September 2008 ., In July-September 2009.",negative,incorrecta
"`` While concerns remain longer term , size and scale may enable Nokia to hold on to its newfound margin improvements in the near term , '' the analyst wrote .",positive,correcta
"$VIPS similar pattern like beginning of May, Deutsche Bank cuts $SBUX.",positive,incorrecta
"WPP, World's Largest Ad Agency, Reports Strong 2015 Growth",positive,correcta
"declined by 11.2 percent, Long $X 24, and the company held 9.89 percent of the market .",negative,incorrecta
Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing .,negative,correcta
"Construction work on the Helsinki Music Centre is to start this autumn , with the total cost of the project estimated at 140 million euros .",neutral,correcta
"`` We 're delighted with the move '' says Morna Cowie , co-owner , above , `` it 's double the size of our current shop and has a lovely feel to it . ''",positive,correcta
"Stop above the 50 day, 9 million a year earlier, No position.",positive,incorrecta
"( ADP News ) - Feb 11, In the second quarter of 2010.",positive,incorrecta
"49, Africa, `` Neste Oil is working with over 20 research communities in Europe.",negative,incorrecta
"due to the business acquisitions realized during the first half of 2008-09, 5 mln ) from 3, 4 mln euro ( $ 3.",positive,incorrecta
"( ADP News ) - Feb 4 , 2009 - Finnish broadband data communication systems and solutions company Teleste Oyj ( HEL : TLT1V ) said today its net profit decreased to EUR 5.5 million ( USD 7.2 m ) for 2008 from EUR 9.4 million for 200",neutral,correcta
"The GeoSolutions technology will leverage Benefon 's GPS solutions by providing Location Based Search Technology , a Communities Platform , location relevant multimedia content and a new and powerful commercial model .",positive,correcta
Preparing for a Breakout Trade in Netflix $NFLX  https://t.co/CzHIX3tuAG $$ https://t.co/z1qb9xa4LD,positive,correcta
Asian traffic declined by 3.4 per cent .,negative,correcta
EMSA Deputy Chairman of the Board Juri Lember told BNS on Wednesday that this was the first time he heard about the strike as the Swedish side had not informed the Estonian union yet .,negative,correcta
"but if the ban continues for long, Operating profit for the nine-month period increased from EUR3 .1 m and net sales increased from EUR61 .5 m.",negative,incorrecta
Swiss franc surged to record 1.42 euros after it reported sharpest gain in manufacturing in March .,positive,correcta
"lol, $AMRN You can many times find top and bottoms when shorts start rejoicing or bulls start rejoicing, Currently it is the shorts rejoicing.",positive,incorrecta
Her present position is the director of Stockmann 's international department stores .,neutral,correcta
"Also , it is bringing in `` the right kind of people '' to upgrade its human resources .",positive,correcta
"The ship cranes , which will be manufactured by MacGREGOR 's partner plants in China , will be delivered between 2008-2010 for vessels ordered by Chinese COSCO , German Peter Dohle and Hong Kong based Cido Shipping .",neutral,correcta
"GENEVA , Feb. 10 -- Tero Aaltonen , Finland has developed a radio resource control method .",neutral,correcta
The Finnish textiles and clothing company Marimekko Corporation ( OMX Helsinki : MMO1V ) reported on Wednesday ( 5 November ) an operating profit of EUR8 .1 m on net sales of EUR59m for the period from January to September 2008 .,neutral,correcta
"which has won passengers from the Helsinki-Stockholm route ., Tallink Silja attributes the significant drop to problems with the booking system that was taken into operation in October, Both operating profit and sales for the three-month period increased.",negative,incorrecta
"The company is in the process of building a new fleet and has placed orders for 10 P-Max tankers of 65,200 dwt .",positive,correcta
"and operations speeded up ., as compared to the corresponding period in 2007 ., `` The number of collection errors fell considerably.",negative,incorrecta
"700 Model X cars: https://t.co/8Z7BkVsTl9 $TSLA, The price of raw material aluminium went up at the end of 2005, but the company considers its outlook for 2006 favourable ., Tesla is recalling 2.",negative,incorrecta
